Metrics,Results
Accuracy,0.8641304347826086
F1-Score,0.8803827751196173
Recall,0.9019607843137255
Precision,0.8598130841121495
Sensitivity,0.9019607843137255
Specificity,0.8170731707317073
MCC,0.7244679215439334
AUC,0.9311334289813487
