Metrics,Results
Accuracy,0.8586956521739131
F1-Score,0.8737864077669902
Recall,0.8823529411764706
Precision,0.8653846153846154
Sensitivity,0.8823529411764706
Specificity,0.8292682926829268
MCC,0.7135004433663868
AUC,0.9218077474892395
