Metrics,Results
Accuracy,0.842391304347826
F1-Score,0.8625592417061612
Recall,0.8921568627450981
Precision,0.8348623853211009
Sensitivity,0.8921568627450981
Specificity,0.7804878048780488
MCC,0.6803757641435977
AUC,0.9300573888091822
