Metrics,Results
Accuracy,0.7989130434782609
F1-Score,0.821256038647343
Recall,0.8333333333333334
Precision,0.8095238095238095
Sensitivity,0.8333333333333334
Specificity,0.7560975609756098
MCC,0.5918773382020684
AUC,0.8537183165949307
