Metrics,Results
Accuracy,0.7934782608695652
F1-Score,0.819047619047619
Recall,0.8431372549019608
Precision,0.7962962962962963
Sensitivity,0.8431372549019608
Specificity,0.7317073170731707
MCC,0.5802815641740874
AUC,0.8802606408417025
