Metrics,Results
Accuracy,0.7989130434782609
F1-Score,0.8229665071770335
Recall,0.8431372549019608
Precision,0.8037383177570093
Sensitivity,0.8431372549019608
Specificity,0.7439024390243902
MCC,0.5914761381411228
AUC,0.8814562410329986
