Metrics,Results
Accuracy,0.7934782608695652
F1-Score,0.8207547169811321
Recall,0.8529411764705882
Precision,0.7909090909090909
Sensitivity,0.8529411764705882
Specificity,0.7195121951219512
MCC,0.5802764256119811
AUC,0.8804997608799618
