Metrics,Results
Accuracy,0.8586956521739131
F1-Score,0.8761904761904762
Recall,0.9019607843137255
Precision,0.8518518518518519
Sensitivity,0.9019607843137255
Specificity,0.8048780487804879
MCC,0.7135242527864403
AUC,
