Metrics,Results
Accuracy,0.8260869565217391
F1-Score,0.8446601941747572
Recall,0.8529411764705882
Precision,0.8365384615384616
Sensitivity,0.8529411764705882
Specificity,0.7926829268292683
MCC,0.6473290312799881
AUC,0.916905786704926
