Metrics,Results
Accuracy,0.782608695652174
F1-Score,0.8095238095238095
Recall,0.8333333333333334
Precision,0.7870370370370371
Sensitivity,0.8333333333333334
Specificity,0.7195121951219512
MCC,0.558074449405362
AUC,0.8240076518412243
