Metrics,Results
Accuracy,0.842391304347826
F1-Score,0.8599033816425121
Recall,0.8725490196078431
Precision,0.8476190476190476
Sensitivity,0.8725490196078431
Specificity,0.8048780487804879
MCC,0.6802387420391318
AUC,0.9175035868005739
